fosforescente,Luminiscencia persistente de origen químico.,La luciérnaga parece fosforescente.,
fotógrafo,Persona que hace fotografías.,El fotógrafo me regaló un marco por mi compra,
frecuencia,Repetición de un acto o suceso,Mis amigos y yo nos reunimos con frecuencia.,
frescor,"Fresco, frío moderado",Los parques dan frescor en las grandes ciudades.,
frigorífico,Mueble que se enfría  para conservar alimentos.,Guardamos la carne en el frigorífico.,
fuerza,Capacidad para mover una cosa que tenga peso o haga resistencia.,No tenía suficiente fuerza para mover ese objeto pesado.,
fundir,"Derretir, convertir un sólido en líquido",Hay que fundir la mantequilla en la sartén.,
futuro,Tiempo que está por llegar,Es importante prepararse para el futuro.,
gabardina,Prenda ligera de abrigo que es impermeable.,Compró una gabardina nueva.,
galardón,Premio o recompensa.,Todos los concursantes merecen un galardón.,
gallináceo,De la gallina o relativo a ella,Hay que tener cuidado con el pico gallináceo.,
galón,Medida equivalente a 4.5 litros.,Compramos un galón de leche en la tienda.,
ganador,Que gana.,Fernando Alonso se ha proclamado otra vez ganador.,
ganar,Que gana.,Quiere ganar la lotería,
ganga,Ventaja o cosa que se consigue sin esfuerzo o por poco dinero.,El coche ha sido una verdadera ganga.,
garrafa,Recipiente de cristal ancho y redondo de cuello largo que a veces va protegido dentro de una funda de mimbre o plástico.,Compró una garrafa de vino.,
gasolina,Mezcla de hidrocarburos líquidos volátiles e inflamables obtenidos del petróleo crudo.,La gasolina está cada día más cara. ,
gasterópodo,Se dice de los moluscos terrestres o acuáticos que tienen un pie carnoso mediante el cual se arrastran.,El caracol es un tipo de gasterópodo.,
gelatinoso,Algo que  tiene la consistencia de la gelatina.,El jamón se hizo gelatinoso.,
geometría,Matemáticas que trata  la medida de la extensión.,La estudiante aprende geometría.,
geosinclinal,Plegamiento de las capas de un terreno,El proceso de formación de un geosinclinal dura en total varios millones de años.,
geriatría,Estudio de la vejez y terapia de sus enfermedades.,El doctor se dedica a la geriatría.,
gérmenes,Esbozos que dan principio al desarrollo de un ser vivo.,Los gérmenes son la causa de muchas enfermedades.,
gigantismo,Enfermedad caracterizada por un crecimiento excesivo.,Su gigantismo le ocasionó problemas óseos.,
gimnasia,Arte de fortalecer el cuerpo por medio de ciertos ejercicios.,Debes hacer gimnasia al menos dos días por semana para mantenerte en forma.,
girómetro,Aparato para medir la velocidad de rotación de una máquina.,El girómetro señala los cambios de rumbo de un avión.,
glomérulo,"Agrupamiento denso, a modo de madeja, de vasos, glándulas o nervios",El glomérulo del riñón filtra la sangre.,
gloria,"En algunas religiones, paraíso, lugar a donde van los bienaventurados después de la muerte.",Los justos alcanzarán la gloria celestial.,
golondrina,"Pájaro muy común en España desde principio de la primavera hasta fines de verano, que emigra en busca de países templados. ",La pequeña golondrina migró en verano.,
gozoso,Que siente gozo.,Está gozoso de sacar buena nota.,
grabadora,Que graba. Instrumento grabador.,Si usas tu grabadora podrás escuchar nuevo todos los detalles del discurso.,de
grafólogo,Mediante rasgos de  escritura aprende la psicología.,El grafólogo aprende su perfil de personalidad.,
grande,"Que supera en tamaño, importancia e intensidad a lo normal.",Esta pena tan grande no me deja vivir.,
griterío,Conjunto de voces altas.,Escuchamos el griterío de los niños.,
grúa,Máquina que sirve para levantar y transportar objetos pesados.,La grúa municipal se llevó su coche.,
guanábana,Fruta tropical,La guanábana es deliciosa.,
guarnición,Adorno que se pone en los vestidos.,Vestía una túnica con guarnición de oro .,
guasa,"Falta de gracia, sosería.",¡Qué guasa tiene la niña!,
Guatemala,El país en América Central oficialmente nombrado República de Guatemala,En febrero voy a visitar a mi familia en Guatemala.,
guatemalteco,De Guatemala o relativo a este país centroamericano.,"Nació en Chimaltenango, es guatemalteco.",
gubernamental,Del gobierno o relativo a él,La decisión gubernamental ha sido muy discutida.,
guinda,"Fruto del guindo, similar a la cereza, pero de sabor más ácido.",La guinda no me apetece mucho por su acidez.,
guirnaldas,Corona o tira de flores o ramos entretejidos.,Colocaron guirnaldas para decorar el salón de baile.,
haba,Una clase de legumbre comestible.,Hizo una sopa de haba muy rica.,
habón,Pequeña hinchazón en forma de haba que aparece como reacción a la picadura de un insecto o una alergia.,Tengo un habón en el brazo donde mi picó un insecto.,
halterofilia,Deporte olímpico de levantamiento de peso.,La halterofilia es un deporte de gran esfuerzo.,
haraganería,Falta de afición al trabajo.,El muchacho sufría de haraganería.,
hastial,Parte superior triangular de la fachada de un edificio en la que descansan las dos vertientes del tejado.,El hastial de la iglesia de San Pedro tiene ventanas circulares.,
hazaña  ,Hecho ilustre o heróico.,El Pípila hizo una gran hazaña.,
hebdómada,Espacio de siete años. ,Durante la hebdómada el prisionero estuvo muy impaciente. ,
hecatombe,Mortandad de personas.,Hubo una hecatombe como resultado de la plaga.,
hechiceresco,Perteneciente o relativo a la hechicería.,Es un cuento hechiceresco.,
hediondo,Que despide hedor.,El hombre hediondo no se ha bañado.,
hedonismo,Que procura el placer o se relaciona con el placer.,El hedonismo de nuestra cultura actual ha llevado a ver altas tasas de sobrepeso.,
hegemonía,Supremacía que un Estado ejerce sobre otros.,Los ricos gozan de hegemonía.,
hélice,Conjunto de aletas helicoidales que giran alrededor de un eje,Se rompió la hélice del barco.,
helicóptero,Aeronave más pesada que el aire y que se sostiene merced a una hélice que le permite elevarse y descender verticalmente.,El presidente viaja en helicóptero.,
hemistiquio,Cada una de las mitades en que la cesura divide un verso,"El hemistiquio divide los versos de arte mayor en dos, tres o más partes.",
hepático,Perteneciente o relativo al hígado.,Le dio un ataque hepático.,
hermético,"Que se cierra de tal modo que no deja pasar el aire u otros fluidos, o ideas.",Es un hombre hermético no dice nada.,
hermosura,Belleza de las cosas que pueden ser percibidas por el oído o por la vista.,La hermosura se percibe por los ojos.,
héroes,Hombres que llevan a cabo una acción heróica.,Los héroes de la Independencia son recordados en el mes de la Patria.,
heroicidad,Acción extraordinaria y loable por su valor,Enfrentarte a él ha sido toda una heroicidad,
heteróclitas,"Irregular, extraño, fuera de orden",Sus opiniones eran heteróclitas y confusas.,
hexagonal,Forma de seis lados,El letrero tenía una forma hexagonal.,
hialino,Diáfano como el vidrio o parecido a él.,Era hialino como el vidrio.,
hibernación,Estado fisiológico que se presenta en ciertos mamíferos como adaptación a condiciones invernales extremas.,El oso estaba en hibernación durante el invierno.,
híbrido,Producto de elementos de distinta naturaleza,El auto eléctrico se conoce como híbrido.,
hilvanar,Enlazar.,No pudo hilvanar la idea.,
hincapié,"Insistir en algo que se afirma, se propone o se encarga.",Julia hizo hincapié en su propuesta.,
hipérbaton,Invertir el orden que deben seguir las palabras.,La mujer usa hipérbaton para confundir.,
hiperventilar ,Aumentar en exceso la frecuencia y la intensidad respiratorias.,"Por el susto que pasó, empezó a hiperventilar.",
hipervitaminosis,Condición que indica un exceso de vitaminas en el organismo.,El paciente padece de  hipervitaminosis.,
hispanohablante,"Persona, comunidad o país que tiene como lengua materna el español",El turista pidió un guía hispanohablante durante su viaje a Francia.,
historia,Ciencia que estudia el pasado de las sociedades humanas.,Tomaron una clase de historia.,
histrionismo,Afectación o exageración expresiva.,Su histrionismo fue espectacular. ,
hito,Poste de piedra que señala los límites de las tierras.,Mi territorio lo marca un hito.,
hombre,"Ser racional perteneciente al género humano, caracterizado por su inteligencia y lenguaje articulado.","Era un hombre alto, inteligente y agradable.",
homeopatía,Sistema curativo que aplica a las enfermedades las mismas sustancias que producirían al hombre sano síntomas iguales.,Yo creo en los remedios de la homeopatía.,
homeostasis,Autorregulación de la composición y propiedades  de un organismo.,La homeostasis se ocupa de las variaciones de temperatura en los organismos vivos.,
honoríficamente,Título que se otorga simbólicamente a una persona.,El poeta recibe un premio honoríficamente.,
husillero,Persona que usa un tornillo de hierro o madera para el movimiento de las prensas y otras máquinas.,Es el husillero de la imprenta.,
icástico,"Natural, sin disfraz ni adorno.",El hombre fue icástico para la fiesta de disfraces.,
iconoclastas,Contrario al culto a las imágenes sagradas,Los primeros iconoclastas en Andalucía surgieron durante el Imperio bizantino.,
iconografía,Colección de imágenes o retratos de una época o un tema concretos.,Se compró una revista de iconografía medieval.,
ictiología,Parte de la zoología que trata de los peces.,La ictología estudia a los peces.,
identificación,Reconocimiento de la identidad de alguien.,Procedieron a la identificación de los detenidos.,
idiosincrasia,Temperamento o manera de ser que caracteriza a una persona o una colectividad.,La idiosincrasia de este gobierno es más tradicional que la del anterior.,
igual,De la misma naturaleza.,Lleva una blusa igual a la mía.,
imagen,"Figura, representación de una persona o cosa.",El candidato no presentó buena imagen en el foro.,
imberbe,Dicho de un joven: Que todavía no tiene barba.,Ese joven es imberbe.,
impaciencia,Intranquilidad producida por algo que molesta o que no acaba de llegar.,Demostró su impaciencia al esperar el tren.,
impávido,"Libre de pavor, sereno ante el peligro.",El hombre sonrió impávido cuando vio un oso cerca de él.,
impepinable,"Inevitable, que no admite discusión por ser evidente.","Su superioridad es impepinable, está claro que ganarán ellos",
imperturbabilidad,Falta de alteración del ánimo,Notamos su impertubabilidad al escuchar los sucesos horrendos.,
impreciso,Que falta precisión o exactitud,El trabajo fue demasiado impreciso.,
imprevisible,"Algo que no se puede prever, acontecimiento no esperado. ",La fiesta sorpresa que me dio mi mamá fue un acontecimiento imprevisible.,
impromptu,Composición musical que se improvisa durante su ejecución,La maestra de música nos sorprendió con un impromptu.,
improvisación,Acción y efecto de improvisar,El actor hizo una improvisación cuando se olvidó del guión.,
incandescente,Cuerpo metálico que enrojece o blanquea por el calor.       ,Para trabajar el hierro hay que ponerlo incandescente.,
incapacitación,Privación de alguna capacidad,Su incapacitación para jugar al balónmano es total.,
incivilizado,Que está sin civilizar o que no se comporta de ,"Por tu forma de comportarte, parece que estás incivilizado.",
inclinación,Ángulo que una línea forma con otra línea,Con la regla tracé un ángulo de 30 grados de inclinación.,
inconveniente,Inconveniente u obstáculos que no permite hacer algo.,La tormenta de nieve  fue un inconveniente que afectó la fiesta de la escuela.,
incorporación,Acción de agregar una cosa a otra para formar un todo. Acción de levantar el cuerpo. Acción de unirse a algo.,La incorporación de agua con azúcar y limón forman la limonada.,
incrustó,Introducción violenta de un cuerpo en otro sin llegar a mezclarse.,Durante el accidente un cristal se incrustó en la pierna del paciente.,
indemne,Libre o exento de daño o perjuicio.,Salió indemne del accidente.,
indigestible,Que no se puede digerir o es de muy difícil digestión.,El veneno es indigestible. ,
inductivo,De la inducción o relativo a este método de raciocinio.,Por el método inductivo podemos razonar la solución de este problema.,
ineluctable,Dicho de una cosa; contra la cual no puede lucharse.,El querer ganar la lotería es ineluctable.,
inenarrable,Imposible o muy difícil de describir con palabras.,El pobre hombre sufrió una muerte inenarrable.,
inervación,Acción del sistema nervioso.,El sistema nervioso tiene a su cargo las funciones de inervación.,
inescrutable,Que no puede saberse ni averiguarse.,Esos designios son inescrutables.,
infiltración,Penetrar o introducirse suavemente un grupo para obtener información. O la acción de introducir un líquido en un tejido sólido.,La infiltración de grupos de espionaje en otros países es algo común en tiempos de guerra.,
inglés,De Inglaterra o relativo a esta parte de Gran Bretaña.,Es inglés porque nació en Londres.,
ingrávido,Objeto que no se halla sometido a un campo de gravedad,En el espacio el astronauta se vuelven ingrávido.,
inhalador,Aparato con el que se realizan inhalaciones.,"Sufro de asma, por eso siempre traigo mi inhalador. ",
inherente,Que por su naturaleza está inseparablemente unido a algo.,La envidia es un rasgo inherente de su caracter.,
inicio,"Comienzo, principio",El silbato anuncia el inicio del juego.,
ininterrumpidame nte,"Sin parar, o interrupción .",Ellos trabajaron ininterrumpidamente durante toda la noche.,
injuria,"Agravio, ultraje de palabra u obra.",Lo ha denunciado por su injuria.,
inmaculado,Que no tiene mancha ni defecto.,Presenta siempre un trabajo inmaculado.,
inmigración,La llegada de personas de una nacionalidad  a otro país con la intención de establecerse.,Aumentó la taza de inmigración el año pasado,
inmobiliaria,"Empresa o sociedad que se dedica a construir, arrendar, vender y administrar viviendas.",La inmobiliaria se encargó de vender nuestra casa de campo.,
inmutable,Que no cambia .,Su cara es inmutable.,
innovación,Cambio que introduce novedades,La compañía promueve la innovación tecnológica,
inocuo,Que no hace daño.,Es un hombre inocuo.,
insepulto,Cadáver no sepultado,El muerto no debe estar insepulto mucho tiempo.,
inserción,Introducción o inclusión de una cosa en otra,Pagaron por la inserción de un anuncio en el periódico.,
insoluble,Sustancias que no se pueden mezclar. ,El aceite con el agua son sustancias insolubles.,
insomnio  ,"Vigilia, falta de sueño a la hora de dormir.",El estrés genera insomnio.,
insonorizar ,"Acondicionar un lugar, una habitación, etc., para aislarlos acústicamente.",El ayuntamiento ha ordenado insonorizar la sala de fiestas.,
inspiración,Acción y efecto de inspirar o inspirarse. Efecto de sentir y producir algo espontáneamente y sin esfuerzo.,La inspiración de los poetas es algo que admiran todas las personas que gustan de la poesía.,
instituto,Organismo perteneciente a la administración de alguna organización.,Fuimos  al instituto de arte para ver la exhibición.,
insubordinación,"Falta de insubordinación, sublevación.",Se le abrió un expediente por insubordinación.,
intelectual,Del intelecto o relativo a él.,Tiene alto cociente intelectual.,
interacción,"Acción que se ejerce recíprocamente entre dos o más objetos, agentes, fuerzas, funciones.",La positiva  interacción entre maestro y estudiante es muy importante para el aprendizaje.,
intervalo,Espacio o distancia que media entre dos momentos o entre dos puntos.,"Se recomienda  tomar una pastilla tres veces al día, con un intervalo de 8 horas. ",
intoxicado,"Infectado con una sustancia tóxica, envenenado.",Se ha intoxicado con algo que consumió.,
intransigente,Que no transige.,El comité fue intransigente por un pequeño problema.,
intrépido,Que no teme los peligros.,Es intrépido; se tiró de la rama más alta del árbol.,
introducción,"Entrada, preparación  para llegar a un fin propuesto.",La introducción al tema de  la célula fue realizado en la computadora.,
intromisión,Acción y efecto de entremeter o entremeterse,Fue una intromisión de su parte.,
intuición,"Percepción clara e inmediata de una idea o situación, sin necesidad de razonamiento lógico","No lo pensé, lo hice por intuición.",
invertebrado,Relativo a un grupo de animales desprovistos de columna vertebral.  ,El gusano es un invertebrado.,
inviable,Que no tiene posibilidades de llevarse a cabo.,Ese proyecto es inviable,
invidente,"Que no ve, ciego",Esa persona llevaba un bastón de invidente.,
invitación,Tarjeta que se necesita para asistir a determinados eventos. Acción de ser invitado.,La invitación a la fiesta de mi amiga fue muy bonita y elegante.,
invocación,Acción y efecto de invocar.,"Al principio del juego, se hizo una invocación.",
invulnerable,Que no puede ser herido.,Yo no soy invulnerable a las críticas.,
ironía,Lo que sucede de forma inesperada y parece una burla del destino.,"Dijo que no tenía hambre, y se comió la caja entera de dulces. ¡Qué ironía!",
irritación,"Afección en una parte del cuerpo que se caracteriza por enrojecimiento, escozor o dolor",la enfermedad se manifiesta con fiebre e irritación de la piel.,
isleño,De una isla o relativo a ella,Esa isla es una típica composición isleña. ,
isótopo,Cada uno de los elementos químicos que poseen el mismo número de protones y distinto número de neutrones.,El isótopo tiene el mismo número de protones y distinto número de neutrones.,
izquierdo,Dicho de una parte del cuerpo humano.,Mano izquierda. Ojo izquierdo.,
jabato,"Valiente, osado, atrevido, Cría de jabalí.",Aunque le dolió el pinchazo él se portó como un jabato.,
jácara,"Romance alegre, escrito con la jerga de los rufianes y pícaros, y en el que se narran hechos de la vida de estos personajes",La jácara fue muy popular durante el Siglo de Oro español.,
jalapeño,"Un chile picante de Jalapa, Veracruz",El jalapeño se usa en las salsas picantes.,
jaque,Jugada del ajedrez en que se amenaza directamente al rey o a la reina del contrario.,Me puse nerviosa cuando le dieron jaque a mi rey.,
jarabe,Bebida que se hace cociendo azúcar en agua hasta que se espesa.,Le dieron jarabe para la tos.,
jarrón,"Vaso, por lo general de porcelana, artísticamente labrado, para adornar consolas, chimeneas, ..",El jarrón está sobre la chimenea.,
jauría,Conjunto de perros mandados por el mismo perrero que levantan la caza en una montería.,La jauría se fue tras la caza.,
jazmín,Flor pedunculada blanca muy olorosa.,Me encanta el perfume de jazmín.,
jefatura,Cargo o dignidad de jefe,Ostenta la jefatura del partido.,
jergón,"Colchón de paja, esparto o hierba.",Dormía sobre un jergón maloliente y viejo.,
jirafa,Mamífero ruminante de cuello largo.,Fuimos a ver a la jirafa en el zoológico.,
jocosidad,Capacidad para hacer reír o para divertirse.,Su jocosidad es envidiable.,
jocoso,"Gracioso, chistoso, festivo",Juan hizo un comentario jocoso que nos hizo reír.,
jolgorio,Diversión bulliciosa; fiesta concurrida y animada.,"Después de la graducación, montaron un gran jolgorio.",
jorobado,"Que tiene joroba, chepudo.",El camello es un animal jorobado.,
juanete,Abultamiento o deformación de la base del hueso del dedo gordo del pie.,El señor tenía un juanete.,
jurásico,Del segundo período de la era secundaria o mesozoica,Esa substancia prehistórica es del período jurásico.,
justificación,"Causa, motivo o razón que prueba la inocencia de alguien. ",La justificación que dio el estudiante por no traer la tarea fue muy mala. ,
koala,"Mamífero marsupial arborícola parecido a un oso pequeño, propio de los eucaliptales australianos.",El koala dormía plácidamente en el àrbol. ,
labriegos,Labrador que vive en el medio rural.,Los molinos de viento  evitarán muchos esfuerzos a los labriegos.,
lácteos,Perteneciente o relativo a la leche.,Los productos lácteos me producen indigestión.,
laicización,Acción y efecto de laicizar.,El proceso de laicización fue muy largo.,
laico,"No eclesiástico ni religioso, civil.",Estudiaban en un colegio laico.,
laísmo,Empleo irregular de las formas la y las del pronombre ella para el complemento indirecto.,El decir la dio una bofetada a su hermana"" en lugar de ""le dio una bofetada a su hermana"" es un laísmo.",
lapidación,Matar a alguien a pedradas.,La lapidación se usaba como castigo por cometer un acto contra las leyes.,
lapislázuli,"Mineral de color azul intenso, tan duro como el acero, que suele usarse en objetos de adorno",Le regalaron una escultura de lapislázuli para el salón.,
largometraje,Película cuya duración sobrepasa los 60 min.,Esa película es de largometraje.,
larguirucho,Dicho de una persona o de una cosa. ,"Es muy alto, es larguirucho.",
laringitis,Inflamación de la laringe,Anuló el recital por padecer laringitis.,
latido,Cada uno de los golpes producidos por el movimiento alternativo de dilatación y contracción del corazón.,El médico escuchó el latido del corazón del paciente.,
lavabo,Pila con grifos y otros accesorios que se utiliza para lavarse.,Vete a lavar las manos en el lavabo.,
laxante,Medicamento que sirve para facilitar la evacuación del vientre.,Tomó un laxante porque le dolía el estómago.,
lección,"Cada una de las partes, numeradas correlativamente y con cierta unidad, en que se divide la materia de una disciplina y sirve para facilitar su estudio.",La lección de ayer fue sobre el acento escrito.,
legañoso,Que tiene muchas legañas.,Tengo el ojo legañoso.,
leguleyo,Persona que trata de leyes sin conocerlas bien,El estudiante de derecho todavía es un leguleyo.,
lenguaje,"Idioma hablado por un pueblo o nación, o por parte de ella.",Los lingüístas estudiaron el lenguaje de la comunidad.,
lengüeta,Tira de piel que suelen tener los zapatos en la parte del cierre por debajo de los cordones.,Se le rompió la lengüeta del zapato.,
león,Mamífero carnívoro felino de pelaje amarillo.,Vimos un león en el zoológico.,
leotardos,Prenda de vestir  parecida a las medias.,Se puso los leotardos de lana porque hacía frío.,
libélula,Insecto odonato de cuatro alas.,Atrapó una libélula en su red.,
libertinaje,Desenfreno en las obras o en las palabras.,Hoy en día hay mucho libertinaje.,
libidinoso,Dado o entregado a la lujuria,Él era  libidinoso.,
librería,Tienda donde se venden libros.,Fui a la librería a comprar un libro.,
lícito,"Justo, permitido, según justicia y razón.",Es un trabajo lícito.,
liebre,Mamífero con pelaje suave de orejas largas.,Vimos saltar una liebre en el desierto.,
ligero,Que pesa poco.,El sillón era más ligero de lo que aparentaba.,
linfático,De la linfa o relativo a ella.,Se le infectó un vaso linfático.,
lingüística,Ciencia que estudia el lenguaje y las lenguas,"En el coloquio se habló sobre filosofía, historia y lingüística.",
liquidación,"Venta al por menor, con gran rebaja de precios",Voy a la zapatería porque hay una buena liquidación.,
llanta,Círculo de metal de una rueda sobre el que se monta el neumático. ,Un coche tiene una llanta sin aire.,
llanura,"Planicie, extensión de terreno llano.",La llanura se extendía más allá del horizonte.,
llorona,Que llora mucho.,La bebé es llorona y no nos deja dormir. ,
locuaz,Que habla mucho o demasiado.,Para dedicarse a las ventas conviene ser locuaz.,
locutorio,Departamento aislado y de reducidas dimensiones que se destina al uso individual del teléfono.,En la última planta de los almacenes hay un locutorio. ,
lugués,Natural de Lugo.,El pulpo lugués es de muy buena calidad.,
lumbago,Dolor en la zona lumbar.,Le ha dado un ataque de lumbago y está en la cama sin poder moverse.,
luminoso,"Brillante, esplendente","En El Paso, Texas,  el sol luminoso nos brilla la mayor parte del año.",
luna,Satélite natural de la Tierra.,Esta noche habrá luna llena.,
lusitano,Se dice de un pueblo prerromano que habitaba la Lusitania.,Paso mis vacaciones en un pueblo lusitano cerca del mar.,
luxación,Dislocación de un hueso,Sufrió una luxación de muñeca.,
machihembrar,"Ensamblar dos piezas de madera, una de las cuales tiene una ranura en el lateral y otra una lengüeta que encaja en la ranura de la primera. ",Hay que machihembrar los paneles para formar los muros de la fachada exterior.,
magnánimo,"Una persona que  tiene magnanimidad, nobleza y misericordia ",Es un hombre magnánimo.,
magnesio,"Elemento químico metálico,  de color y brillo argentinos,  cuyo símbolo es Mg.",El magnesio es el tercer metal estructural más abundante en la corteza terrestre.,
malabarista,Persona que hace juegos malabares.,El malabarista dejó a los niños boquiabiertos,
mañana,Tiempo entre el amanecer y el mediodía,Las clases empiezan a las ocho de la mañana. ,
manejable,Que se puede manejar o se maneja con facilidad,Esta es una aspiradora cómoda y manejable.,
mapamundi,Mapa que representa la superficie de la tierra dividida en dos hemisferios.,Hay un mapamundi colgado en la pared del aula.,
maquillarse,Acto de ponerse maquillaje,Angélica va a maquillarse usando un producto nuevo.,
Maracaibo,"Ciudad, capital del estado de Zulia, en Venezuela.","Maracaibo es la segunda ciudad más grande de Venezuela, tiene un gran puerto y hace mucho calor.",
maravedinada,Cierta medida antigua de capacidad.,La maravedinada de trigo no era suficiente para la fiesta.,
marcapasos,Aparato electrónico de pequeño tamaño que excita rítmicamente al corazón incapaz de contraerse por sí mismo con regularidad.,Después del infarto le colocaron un marcapasos y ahora está muy bien.,
marchitar,"Ajar, deslucir y quitar el jugo y frescura a las hierbas, flores y otras cosas, haciéndoles perder su vigor y lozanía.", Vi marchitar las flores después de no haber sido regadas durante semanas.,
marinero,Persona que presta servicio en una embarcación.,"El marinero navegó durante dos meses, con su velero, por los mares del sur.",
mariposa,Nombre común de insectos  con dos pares de alas membranosas de colores vistosos.,Cuando vimos una mariposa supimos que la primavera había llegado.,
marqués,Persona que ostenta el título nobiliario inmediatamente inferior al de duque y superior al de conde.,Se casó con un marqués.  ,
mayorazgo,Ley que transfiere  los bienes de la familia al hijo mayor.,Heredó el terreno por mayorazgo.,
mazorca,"Espiga densa y apretada,como la del maíz","Cuando la mazorca está madura, está lista para cosechar.",
mejorar,"Perfeccionar algo,haciéndolo pasar de un estado bueno a otro mejor.",Había que mejorar la marca anterior.,
meñique,Dedo más pequeño de la mano.,Se dobló el meñique jugando al baloncesto.,
menospreciable,Alguien o algo digno de poco aprecio y admiración.,Es menospreciable la ley que utiliza la lapidación para castigar a sus seguidores. ,
mentiroso,Que tiene costumbre de mentir.,"No me creí lo que me contó, es un mentiroso.",
mercachifle ,Comerciante de poca importancia.,"No tengo garantía de este reloj, se lo compré a un mercachifle.",
merovingio,Perteneciente o relativo a la familia o a la dinastía de los primeros reyes de Francia el tercero de los cuales fue Meroveo.,El primer rey merovingio fue Clodoveo en el siglo V.,
metacrilato,Producto de polimerización del ácido acrílico o de sus derivados para fabricar plásticos.,Tengo una mesa hecha de metacrilato.,
metalúrgicos,Profesionales de la metalurgia o que trabaja con metales.,Hubo una huelga de metalúrgicos en los altos hornos.,
metástasis,Propagación de un foco canceroso en un órgano distinto de aquel en que se inició.,La enfermedad estaba en estado de metástasis. ,
metodología,Conjunto de pasos que se siguen en una investigación científica,La metodología que se sigue en la investigación científica en muy estricta y rigurosa.,
microondas,Horno que se funciona por generación de ondas electromagnéticas,Usamos el microondas para cocinar.,
microscópico,Del microscopio o relativo a él,Estudiaron un organismo microscópico.,
migración,"Acción y efecto de pasar de un país a otro para establecerse en él.Viaje periódico de las aves, peces u otros animales migratorios.",La migración de las mariposas Monarca es un  fenómeno que se observa cada año.,
mirada,"Acción y efecto de mirar.  Modo de mirar, expresión de los ojos.",Ella tiene una mirada triste.,
misántropo,Persona que tiene aversión al trato con los demás,Miguel es misántropo porque no se lleva bien con nadie.,
mixtilíneo,Figura formada por líneas rectas y curvas.,Un cono es un cuerpo geométrico mixtilíneo.,
modificación,Acción y efecto de modificar.,Hizo una modificación en sus planes.,
mofarse,Burlarse de modo hiriente o despectivo,Tiene el descaro de mofarse de la desgracia ajena.,
mojigatos,Que afecta humildad o cobardía para lograr su intento en la ocasión,Hay estudiantes que son mojigatos.,
mongólica,Perteneciente o relativo a la raza amarilla.,Ella es de la raza mongólica.,
monolingüe,Una persona que habla solamente un idioma o lenguaje.,Mi maestra es monolingüe.,
monoteísta,Doctrina religiosa que sostiene la existencia de un único Dios.,El cristianismo es una religión monoteísta.,
montaraz,Que anda o está hecho a andar por los montes o se ha criado en ellos.,"Se creó en los montes, es montaraz.",
mortero,"Utensilio de madera, piedra o metal, a manera de vaso, que sirve para machacar en él especias, semillas, etc.",En las farmacias antiguas se utilizaba el mortero.,
móvil,"Que puede moverse o ser movido, movible.",Ese estante es móvil. ,
mozárabe,"La lengua romance, hoy extinta, heredera del latín vulgar visigótico.",En el castellano actual podemos encontrar rastros del mozárabe.,
mucho,"Abundante o que excede a lo ordinario, regular o preciso",Tengo mucho miedo.,
muérdago,"Planta parásita, siempre verde, de la familia de las lorantáceas, que vive sobre los troncos y ramas de los árboles. ",Hemos ido a traer ramas de muérdago para adornar la casa.,
muestrario,Colección de muestras de mercancía.,El vendedor saco su muestrario para enseñar la mercancía a los clientes.,
muletillero,Persona que usa muletillas al hablar.,Ese joven es muy muletillero cuando habla.,
mundial,Del mundo entero o relativo a él,Se celebró el campeonato mundial de fútbol.,
musaraña,"Sabandija, insecto o animal pequeño.",La musaraña es un animal pequeño.,
nabo,Planta herbácea.,Picamos un nabo para agregar al caldo.,
nacionalismo,Doctrina que exalta la personalidad nacional.,Aquellos son fanáticos del nacionalismo.,
ñacurutú,Ave estrigiforme nocturna semejante a la lechuza.,Estudiaron el ñacurutú en la clase de biología. ,
naftalina,Sustancia química usada para preservar la ropa de la polilla.,Guardamos la ropa en bolsas con naftalina.,
naranja,"Fruto comestible del naranjo, de forma globosa y de pulpa dividida en gajos",Nos encantaba comer la naranja verde.,
narcisismo,Amor excesivo de sí mismo o de lo hecho por uno. ,Uno de los problemas de la sociedad es el narcisismo.,
nasalización,Acción de nasalizar.,La artista tenía un problema de nasalización. ,
natación,Práctica y deporte consistentes en nadar.,Me gustan el tenis y la natación.,
náyade,Cada una de las ninfas que residían en los ríos y en las fuentes,Esa náyade era muy hermosa en la fuente,
necio,"Ignorante, imprudente.",No seas necio y estudia,
necrología,"Biografía de una persona notable, fallecida hace poco tiempo.",Publicaron su necrología en el periódico.,
Nefertiti,Reina de Egipto Antiguo de belleza legendaria,Fuimos a ver el Busto de Nefertiti en el museo.,
neoexpresionismo,Movimiento artístico que recupera modelos propios del expresionismo.,Fue estudiante del neoexpresionismo.,
neón,Elemento químico gaseoso y no metálico que  se utiliza en lámparas luminiscentes. ,El negocio instaló un letrero de neón.,
neonato,Recién nacido.,El médico examinó al neonato.,
nerítico,Zona marítima correspondiente a la plataforma continental.,Estudiaron los peces que habitan el nerítico,
nescientemente,Por nesciencia o ignorancia.  Inconscientemente.,Gloria cometió ese error nescientemente. ,
neumático,Aparato que funciona con aire.,Usaron un elevador neumático para subir el carro,
neurastenia,Trastorno funcional afectado atribuido a debelidad de sistema nervioso.,Al anciano le dio una neurastenia y perdio el sentido del tacto.,
nido,"Especie de lecho que forman las aves con hierbas, pajas, plumas u otros materiales blandos, para poner sus huevos y criar los pollos.",La paloma hizo su nido.,
